Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
40893839;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;224;;;25168;735787.58;1064356.01;2013-12-05T00:00:00
40925846;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;206;;;25168;735485.93;1063659.91;2013-12-05T00:00:00
73328103;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;269;;;25168;735846.07;1064063.40;2015-01-08T00:00:00
73803871;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;92;;;25168;735131.70;1064181.96;2015-06-22T00:00:00
75191822;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;274;;;25168;735904.99;1064041.91;2016-07-13T00:00:00
75468883;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;275;;;25168;735730.70;1064337.32;2016-10-27T00:00:00
75609223;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;277;;;25168;735082.80;1063927.78;2016-12-05T00:00:00
75614065;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;276;;;25168;735513.00;1063799.05;2016-12-06T00:00:00
75682362;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;279;;;25168;735963.75;1064104.33;2016-12-29T00:00:00
75871581;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;280;;;25168;735994.60;1064037.03;2017-02-27T00:00:00
77565169;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;281;;;25168;735296.20;1063947.34;2017-08-11T00:00:00
77707249;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;282;;;25168;735017.95;1064061.89;2017-10-10T00:00:00
77833139;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;93;;;25168;735399.46;1063728.94;2017-11-29T00:00:00
78396981;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;283;;;25168;735900.34;1063978.30;2018-06-01T00:00:00
78816611;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;284;;;25168;735673.44;1064398.67;2018-10-31T00:00:00
78965021;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;285;;;25168;735708.32;1064361.99;2018-12-07T00:00:00
79072895;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;94;;;25168;736073.92;1064533.24;2019-01-18T00:00:00
79184014;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;287;;;25168;735337.83;1063744.74;2019-02-27T00:00:00
79243011;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;288;;;25168;735266.55;1063891.21;2019-03-22T00:00:00
79328725;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;289;;;25168;735035.01;1064081.47;2019-04-26T00:00:00
79329012;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;290;;;25168;735904.01;1064069.83;2019-04-26T00:00:00
79605109;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;291;;;25168;735460.64;1063758.53;2019-07-23T00:00:00
80451888;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;292;;;25168;735132.75;1063502.70;2020-03-03T00:00:00
80768296;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;286;;;25168;735120.44;1063627.40;2020-06-04T00:00:00
81425295;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;293;;;25168;735555.26;1063738.09;2021-01-12T00:00:00
82399239;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;295;;;25168;736074.30;1064179.19;2021-12-23T00:00:00
83005404;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;296;;;25168;736091.72;1064554.72;2022-05-31T00:00:00
83157778;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;297;;;25168;735272.02;1064012.35;2022-07-25T00:00:00
84876549;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;298;;;25168;735245.77;1063642.21;2023-01-16T00:00:00
85089125;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;299;;;25168;736047.12;1064081.80;2023-04-05T00:00:00
85265675;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;300;;;25168;735930.24;1064012.48;2023-06-02T00:00:00
86050141;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;302;;;25168;736000.06;1064077.78;2024-03-06T00:00:00
87404231;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;305;;;25168;735033.10;1064180.51;2025-11-12T00:00:00
87433605;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;303;;;25168;735047.01;1063490.81;2025-11-20T00:00:00
87466660;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;306;;;25168;735596.77;1063707.67;2025-11-26T00:00:00
87579910;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;307;;;25168;736078.02;1064382.67;2026-01-16T00:00:00
